id,passageId,skillId,questionTypeId,"question","potentialAnswers","correctAnswers",atLeast,difficulty,disabled,"rationale","updatedAt","createdAt",commonCoreId
88,221,20,1,"Which of the following phrases show that Mustafa is afraid?","[\"\\\"His heart was starting to beat a little louder in his chest...\\\"\", \"\\\"...he noticed that the hand gripping his blanket was sweaty.\\\"\", \"\\\"Turning his back to the window he tried to steady his breath which was coming hard and fast.\\\"\", \"All of the Above\"]","[\"All of the Above\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
89,221,2,1,"The author used several sound words to enhance the text. What did you visualize when reading; jab, patter, whisper?","[\"The digger fighting with someone.\", \"The sound of wind on the leaves of trees.\", \"The digger shoveling up dirt and then tossing it away.\", \"The digger talking to himself as he was digging.\"]","[\"The digger shoveling up dirt and then tossing it away.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
90,221,8,1,"Why did Mustafa most likely not tell anyone about what kept waking him up?","[\"He didn't think anyone would believe him, and wasn't sure it was real.\", \"He was worried that the digger would find out.\", \"He liked the digger.\", \"He didn't want to be prohibited from watching late night movies.\"]","[\"He didn't think anyone would believe him, and wasn't sure it was real.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
91,221,8,1,"The next morning, why did Mustafa laugh when he looked out the window?","[\"Everything looked normal, so he figured it must have just been a bad dream.\", \"He heard his family laughing at breakfast.\", \"He was thinking about what his friends would say when he told them about his dream.\", \"He was just happy he made it through the night.\"]","[\"Everything looked normal, so he figured it must have just been a bad dream.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
92,221,8,1,"What evidence from the text supports the inference that all of this was most likely just a dream?","[\"Every night that week Mustafa had woken up to the same sound.\", \"Mustafa no longer felt like going back to sleep.\", \"The next morning Mustafa rose slowly, sitting up and letting the smoky scent of bacon wash over him pleasantly before even opening his eyes.\", \"Even under the blankets on that warm night, Mustafa lay there shivering for a long time before he finally fell asleep.\"]","[\"The next morning Mustafa rose slowly, sitting up and letting the smoky scent of bacon wash over him pleasantly before even opening his eyes.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
93,26,3,1,"Why didn't Grandma find Mom, Dad, or Sarah during their game of hide-and-seek?","[\"Mom, Dad, and Sarah had such great hiding places that Grandma couldn't find them.\", \"Grandma was lazy and did not bother to look for Mom, Dad, or Sarah.\", \"Mom, Dad, and Sarah were all hiding in the same place.\", \"Grandma fell asleep when she closed her eyes to count.\"]","[\"Grandma fell asleep when she closed her eyes to count.\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
94,26,49,1,"Which event happened first?","[\"Mom went to hide.\", \"Grandma started counting.\", \"Grandma fell asleep.\", \"The family members came out of their hiding spots.\"]","[\"Grandma started counting.\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
95,26,26,1,"Who is Sarah?","[\"The grandmother\", \"The daughter\", \"The neighbour\", \"The mother\"]","[\"The daughter\"]",NULL,3,0,NULL,"2019-08-01 14:34:19","2019-03-20 20:03:16",NULL
96,26,2,1,"Which illustration best shows the location of the family members during the game of Hide-and-Seek?","[\"Incorrect illustration 1\", \"Incorrcet Illustration 2\", \"Incorrect Illustration 3\", \"In the correct illustration, Grandma should be on the couch, Mom should be in the closet, Dad should be behind curtains, and Sarah should be beneath a coffee table\"]","[\"In the correct illustration, Grandma should be on the couch, Mom should be in the closet, Dad should be behind curtains, and Sarah should be beneath a coffee table\"]",NULL,3,0,NULL,"2019-11-20 18:57:20","2019-03-20 20:03:16",NULL
97,26,1,1,"Do you think Grandma will be \"it\" next time they play?","[\"Yes\", \"No\"]","[\"No\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
98,26,4,1,"How do you play hide-and-seek?","[\"Everyone hides and then they take a nap.\", \"People hide and then one person goes and \\\"seeks\\\" them.\", \"Half the people hide, and half the people seek.\", \"The person who falls asleep first, wins!\"]","[\"People hide and then one person goes and \\\"seeks\\\" them.\"]",NULL,4,0,NULL,"2019-08-01 14:34:18","2019-03-20 20:03:16",NULL
99,26,8,1,"Why do you think Grandma was asleep?","[\"She didn't want to play the game.\", \"Closing her eyes made her sleepy so she took a nap.\", \"She got bored after counting for so long.\", \"Sleeping helped her find the people hiding.\"]","[\"Closing her eyes made her sleepy so she took a nap.\"]",NULL,4,0,NULL,"2019-11-11 15:55:30","2019-03-20 20:03:16",NULL
100,26,1,1,"How long do you think Dad, Mother, and Sarah hid before coming out of their hiding places?","[\"A few seconds.\", \"A few minutes.\", \"The whole day.\", \"A week.\"]","[\"A few minutes.\"]",NULL,4,0,NULL,"2019-11-11 15:55:30","2019-03-20 20:03:16",NULL
101,199,5,1,"What is true about Baugi?","[\"He has a Giant's strength.\", \"He has a brother named Suttung.\", \"He is a farmer.\", \"All of the above\"]","[\"All of the above\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
102,199,5,1,"Which descriptions are true about Odin?","[\"He was the eldest and wisest of the Gods.\", \"He wanted the Magic Mead to give to humans.\", \"He could do the work of nine men in one night.\", \"All of the above\"]","[\"All of the above\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
103,199,3,1,"What magical powers could be gained by drinking Magic Mead? ","[\"Courage and charisma\", \"Wisdom and poetry\", \"Wisdom and power\", \"Strength and speed\"]","[\"Wisdom and poetry\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
104,199,3,1,"What efforts did Suttung make to keep the Magic Mead for himself?","[\"He hid it in a cave.\", \"He refused to share it with other people, stating it was too valuable to share.\", \"He forced his daughter to guard it.\", \"All of the above.\"]","[\"All of the above.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
105,199,26,1,"What was Baugi's role in the story?","[\"He was a farmer who gave all of his crops to those in need.\", \"He created the Magic Mead.\", \"He cast spells on wanderers.\", \"He promised to give a disguised Odin a reward for working in his field.\"]","[\"He promised to give a disguised Odin a reward for working in his field.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
106,199,3,1,"How did Odin do \"the work of nine men in one night\"?","[\"He worked very hard.\", \"He and eight of his closest friends did all of the work together.\", \"He used his great power and wisdom to help him complete the work.\", \"He asked nine men to do the work for him.\"]","[\"He used his great power and wisdom to help him complete the work.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
108,199,5,1,"How does Gunnlod feel about Odin at the end of the passage?","[\"She regards him as a kidnapper because he approached her in the cave.\", \"She considers Odin a thief because he stole her father's Magic Mead.\", \"She views him as a hero because he freed her from the cave.\", \"She views him as a stranger.\"]","[\"She views him as a hero because he freed her from the cave.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
109,199,5,1,"What text evidence best proves that Gunnlod regards Odin as a hero at the end of the passage?","[\"\\\"Baugi realized he had been tricked by the poor wanderer, but it was too late\\\" (paragraph 6).\", \"\\\"Besides, that poor wanderer seems too powerful to be who he says he is, I do not trust him\\\" (paragraph 4).\", \"\\\"He wanted to give the Magic Mead to humankind so that their words would become wise and beautiful\\\" (paragraph 2)\", \"\\\"Gunnlod sang wise and beautiful words about Odin for the rest of her life\\\" (paragraph 7).\"]","[\"\\\"Gunnlod sang wise and beautiful words about Odin for the rest of her life\\\" (paragraph 7).\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
110,199,3,1,"Why didn't Suttung trust that the wanderer (Odin) was who he said he was?","[\"He seemed to be too powerful to be a poor wanderer.\", \"He wore a gold necklace that shimmered in the sunlight.\", \"Suttung found out that he was wearing a wig.\", \"Suttung used an invisibility cape to spy on the wanderer.\"]","[\"He seemed to be too powerful to be a poor wanderer.\"]",NULL,6,0,NULL,"2019-11-11 16:02:50","2019-03-20 20:03:16",NULL
111,357,3,1,"Which word was at the end of this line: \"Hop like a _______.\"","[\"Snake\", \"Bunny\", \"Horse\", \"Frog\"]","[\"Bunny\"]",NULL,1,0,NULL,"2020-01-13 15:44:08","2019-03-20 20:03:16",85
112,357,3,1,"Which animal is in the story?","[\"Snail\", \"Cat\", \"Snake\", \"Bird\"]","[\"Snake\"]",NULL,1,0,NULL,"2020-01-13 20:19:29","2019-03-20 20:03:16",85
113,357,13,1,"Which of these words from the story has 3 syllables (beats)?","[\"Playground\", \"Cheetah\", \"Kangaroo\", \"Snake\"]","[\"Kangaroo\"]",NULL,1,0,NULL,"2020-01-13 19:47:38","2019-03-20 20:03:16",83
114,357,27,1,"Most of the animals in the story are zoo animals. Which of the animals below would NOT be in this group?","[\"Cows, pigs, horses\", \"Snakes, lizards, birds\", \"Lions, tigers, bears\", \"Giraffes, zebras, monkeys\"]","[\"Cows, pigs, horses\"]",NULL,1,0,NULL,"2019-09-23 18:04:43","2019-03-20 20:03:16",81
115,357,50,1,"Where is the child playing?","[\"School\", \"Playground\", \"Forest\", \"Beach\"]","[\"Playground\"]",NULL,1,0,NULL,"2020-01-13 20:16:34","2019-03-20 20:03:16",85
116,357,3,1,"How does the main character have fun at the playground?","[\"Pretending to be different animals.\", \"Climbing on the monkey bars.\", \"Running and playing tag.\", \"Going on the swings.\"]","[\"Pretending to be different animals.\"]",NULL,1,0,NULL,"2019-09-23 18:06:26","2019-03-20 20:03:16",84
117,357,3,1,"The child in the story is having: _________.","[\"Fun\", \"No fun\", \"A boring day\", \"A sad day\"]","[\"Fun\"]",NULL,1,0,NULL,"2020-01-13 20:17:58","2019-03-20 20:03:16",103
118,357,14,1,"Why do you think the author most likely wrote this story?","[\"To warn children about how slides and swings in the park can be dangerous.\", \"To remind you to take turns when playing at the park.\", \"To entertain you with a story about a kid at the park.\", \"To remind you to go to the park soon.\"]","[\"To entertain you with a story about a kid at the park.\"]",NULL,1,0,NULL,"2019-09-23 18:08:41","2019-03-20 20:03:16",83
119,357,50,1,"Which of these things would someone NOT do at the playground?","[\"Go on the swings.\", \"Dig in the sandbox.\", \"Climb the monkey bars.\", \"Wash the car.\"]","[\"Wash the car.\"]",NULL,1,0,NULL,"2019-09-23 18:11:22","2019-03-20 20:03:16",83
121,358,26,1,"Who is the story about?","[\"Annie\", \"Mom\", \"Zach\", \"Ben\"]","[\"Zach\"]",NULL,1,0,NULL,"2019-09-30 18:05:04","2019-03-20 20:03:16",84
122,358,3,1,"Why doesn’t Zach want to go to bed?","[\"He is feeling sick.\", \"He thinks sleep is boring.\", \"He is afraid of the dark.\", \"He doesn’t want to have a nightmare.\"]","[\"He thinks sleep is boring.\"]",NULL,1,0,NULL,"2019-09-23 18:12:24","2019-03-20 20:03:16",84
123,358,3,1,"What does Zach want to do instead of sleep?","[\"play with his toys\", \"watch tv\", \"read a book\", \"all of the above\"]","[\"all of the above\"]",NULL,1,0,NULL,"2019-11-20 18:57:20","2019-03-20 20:03:16",84
124,358,20,1,"Mom reads Zach a story. What is the story about?","[\"Basketball\", \"Summer\", \"Sharks\", \"Dragons\"]","[\"Dragons\"]",NULL,1,0,NULL,"2019-09-23 18:13:15","2019-03-20 20:03:16",85
125,358,3,1,"How does the story end?","[\"Zach looks for his favorite stuffed animal to sleep with.\", \"Zach has a snack before bed.\", \"Zach falls asleep listening to his mom reading a story.\", \"Zach's mother sings him a song before bed.\"]","[\"Zach falls asleep listening to his mom reading a story.\"]",NULL,1,0,NULL,"2019-09-23 18:13:37","2019-03-20 20:03:16",84
126,358,3,1,"True or False: Zach never falls asleep because he really is not tired.","[\"True\", \"False\"]","[\"False\"]",NULL,1,0,NULL,"2019-09-23 18:14:13","2019-03-20 20:03:16",84
127,358,8,1,"Why does Zach pretend he can't hear his mother calling him?","[\"Because if he hears her saying to go to bed, he has to go to bed.\", \"To make her angry.\", \"To make her laugh.\", \"Because if he hears her saying to go to bed, he might start to feel tired.\"]","[\"Because if he hears her saying to go to bed, he has to go to bed.\"]",NULL,1,0,NULL,"2019-09-23 18:17:02","2019-03-20 20:03:16",85
128,358,3,1,"What does Zach do to avoid going to sleep?","[\"He does not answer his mother when she calls out that it is bedtime.\", \"He hides in the closet when she comes to tuck him in.\", \"He makes sad faces.\", \"All of the above.\"]","[\"All of the above.\"]",NULL,1,0,NULL,"2019-09-23 18:17:35","2019-03-20 20:03:16",84
129,358,49,3,"Put the events of the story in the correct order:","[\"Zach pretends not to hear his mom telling him it's time for bed.\", \"Zach hides in his closet so he doesn't have to go to bed.\", \"Zach asks his mom to read him a story.\", \"Zach falls asleep while listening to his mom read a story.\"]","[\"Zach pretends not to hear his mom telling him it's time for bed.\", \"Zach hides in his closet so he doesn't have to go to bed.\", \"Zach asks his mom to read him a story.\", \"Zach falls asleep while listening to his mom read a story.\"]",NULL,1,0,NULL,"2019-09-23 18:18:57","2019-03-20 20:03:16",84
130,358,3,1,"Why is Zach happy near the end of the passage?","[\"His mom gave him ice cream.\", \"His mom said she would read him a story before bed.\", \"He has a new toy.\", \"He doesn’t have to go to school the next day.\"]","[\"His mom said she would read him a story before bed.\"]",NULL,1,0,NULL,"2019-09-23 18:18:27","2019-03-20 20:03:16",103
131,112,3,1,"Why did Luis lose his ice cream cone?","[\"Ayesha took it from him.\", \"It melted before he could eat it.\", \"His mother forbid him from eating sweets.\", \"He accidentally threw it when he tripped over a tree root.\"]","[\"He accidentally threw it when he tripped over a tree root.\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-03-20 20:03:16",NULL
